country,employer_name,location_name,location_state,location_country,job_title,total_experience_years,employer_experience_years,annual_base_pay,signing_bonus,annual_bonus,stock_value_bonus,total
US/EU,amazon,san francisco,,,software engineer,8.0,2.0,140000.0,0.0,0.0,,140000.0
US/EU,interviewjet,new york city,NY,US,head of talent,2.0,1.0,50000.0,0.0,0.0,0,50000.0
US/EU,philips,"eindhoven, netherlands",,NL,software engineer,6.0,3.0,55000.0,6000.0,,,61000.0
US/EU,intuit,san diego,,,software engineer,3.0,2.0,95000.0,5000.0,5000.0,,105000.0
US/EU,softvision,cluj-napoca,,,full-stack developer,5.0,5.0,42000.0,3000.0,0.0,0,45000.0
US/EU,ericsson,hungary,,HU,software developer,10.0,10.0,28000.0,0.0,1500.0,0,29500.0
US/EU,apple,"cupertino, ca",CA,US,firmware engineer,5.0,4.0,120000.0,10000.0,10000.0,35000,140000.0
US/EU,metova,remote,,,android developer,7.0,0.25,85000.0,0.0,0.0,0,85000.0
US/EU,amazon,new york,NY,US,sde2,8.0,3.0,140000.0,40000.0,0.0,100000,180000.0
US/EU,hp,houston,,,lead ios engineer,5.0,2.5,84000.0,0.0,1000.0,0,85000.0
US/EU,patientsky,oslo,,,software developer,6.0,1.0,80000.0,,,,80000.0
US/EU,microsoft,seattle,,,software engineer,4.0,1.5,104000.0,20000.0,10000.0,15000,134000.0
US/EU,toyota,"costa mesa, california",CA,US,senior javascript engineer,9.0,1.0,124000.0,0.0,5000.0,0,129000.0
US/EU,george mason,"fairfax, va",VA,US,assistant professor,4.0,4.0,102000.0,0.0,20400.0,0,122400.0
US/EU,crytek,"frankfurt, germany",,DE,web developer,8.0,1.0,50000.0,0.0,0.0,0,50000.0
US/EU,placed,seattle,,,big data engineer,1.0,0.0,68500.0,0.0,0.0,110,68500.0
US/EU,bisite research group,"salamanca, spain",,ES,intern software engineer,4.0,0.0,5160.0,0.0,0.0,0,5160.0
US/EU,qualcomm,colorado,CO,US,senior engineer,4.0,4.0,120000.0,20000.0,5000.0,10000,145000.0
US/EU,a law firm,honolulu,,,web developer,2.0,1.0,75000.0,0.0,5000.0,0,80000.0
US/EU,apple,sunnyvale,,,analyst,5.0,2.0,105000.0,,,,105000.0
US/EU,penn medicine,"philadelphia, pa",PA,US,senior software developer,5.0,2.0,90000.0,0.0,0.0,0,90000.0
US/EU,bitdefender srl,cluj-napoca,,,software engineer,3.0,3.0,30000.0,0.0,1000.0,0,31000.0
US/EU,boeing,los angles,,,astrodynamics engineer/programmer,12.0,12.0,108000.0,,4150.0,,112150.0
US/EU,akamai,cambridge,,,software engineer,2.0,2.0,75000.0,0.0,,,75000.0
US/EU,bloomberg,new york,NY,US,software engineer,8.0,2.0,150000.0,,20000.0,,170000.0
US/EU,elisa,"helsinki, finland",,FI,senior software engineer,13.0,11.0,48000.0,0.0,1000.0,0,49000.0
US/EU,agl energy,"melbourne, australia",,AU,analyst,3.0,1.0,90000.0,0.0,10000.0,1000,100000.0
US/EU,etsy,brooklyn,,,software developer,7.0,3.0,130000.0,0.0,0.0,10000,130000.0
US/EU,nationbuilder,los angeles,,,software engineer,3.0,2.0,115000.0,0.0,0.0,0,115000.0
US/EU,freelance,"west yorkshire, uk",,,javascript developer,5.0,5.0,85320.0,,,,85320.0
US/EU,shadowfax,india,,IN,business analyst,3.0,1.0,25000.0,0.0,2500.0,P,27500.0
US/EU,bitdefender srl,cluj-napoca,,,software engineer,3.0,3.0,40000.0,0.0,0.0,0,40000.0
US/EU,startup,berkeley,,,firmware engineer,2.0,1.0,90000.0,0.0,0.0,2500,90000.0
US/EU,~100 person startup,san francisco,,,software engineer / team lead,5.0,2.0,140000.0,0.0,0.0,75000,140000.0
US/EU,too small to say publicly,"dayton, oh",OH,US,research engineer,7.0,1.0,119500.0,0.0,0.0,0,119500.0
US/EU,level-studios,san jose,,,ui developer,5.0,3.0,75000.0,1000.0,,,76000.0
US/EU,,germany,,DE,post doc in computer science,7.0,7.0,60480.0,0.0,0.0,0,60480.0
US/EU,univ,menlo park,,,lead devops engineer,10.0,3.0,144000.0,5000.0,0.0,0,149000.0
US/EU,bitdefender srl,bucharest,,,software architect,1.0,1.0,15000.0,0.0,0.0,0,15000.0
US/EU,qualcomm,silicon valley,,,operations engineer,20.0,5.0,170000.0,15000.0,32000.0,"60,000$",217000.0
US/EU,oracle,california,CA,US,software architect,13.0,1.0,400000.0,,50000.0,100000,450000.0
US/EU,prominent consultancy,new york city,NY,US,mobile developer,3.0,1.0,111000.0,5000.0,0.0,0,116000.0
US/EU,smallest possible startup,nsw,,,senior software developer,12.0,3.0,150000.0,0.0,0.0,0,150000.0
US/EU,airline company,atlanta,,,software developer,0.0,0.0,60000.0,0.0,0.0,0,60000.0
US/EU,red ratos brazil,brazil,,BR,senior software engineer,8.0,4.0,27000.0,,4000.0,,31000.0
US/EU,small startup ~8 employees,"tel aviv, israel",,IL,ruby engineer,9.0,3.0,56000.0,0.0,0.0,~0.6%,56000.0
US/EU,rather not say,seattle,,,software engineer,6.0,0.6,120000.0,10000.0,,50000,130000.0
US/EU,housing,mumbai,,,software developer,1.0,1.0,27000.0,0.0,0.0,0,27000.0
US/EU,pzu s.a.,"warsaw, poland",,PL,software developer,3.0,1.0,27000.0,0.0,0.0,0,27000.0
US/EU,qualcomm,san diego,,,senior engineer,4.0,4.0,105000.0,5000.0,3500.0,13000,113500.0
US/EU,microsoft,"seattle, wa",WA,US,senior applied scientist,6.0,6.0,155000.0,0.0,30000.0,20000,185000.0
US/EU,vevo,san francisco,,,technical product manager,4.0,1.0,135000.0,0.0,,10000,135000.0
US/EU,freelance,zÌ_rich,,,front end developer,9.0,3.0,110000.0,0.0,0.0,0,110000.0
US/EU,cisco,"reading, uk",,,software developer,3.0,2.0,59013.0,0.0,6399.0,~6000 GBP,65412.0
US/EU,blink creative,"melbourne, australia",,AU,junior web developer,4.0,1.0,38150.0,0.0,0.0,0,38150.0
US/EU,craftsy,"denver, co",CO,US,lead engineer,11.0,4.0,120000.0,0.0,0.0,0,120000.0
US/EU,sonar,san francisco,,,software engineer,5.0,1.0,95000.0,0.0,0.0,0,95000.0
US/EU,shutterstock,"new york, ny",NY,US,infrastructure engineer,8.0,1.5,139000.0,,10.0,5000,139010.0
US/EU,mozilla,uk,,,senior software engineer,,,85000.0,0.0,25000.0,,110000.0
US/EU,neuvoo,venezuela,,VE,full stack software engineer,3.0,0.0,8400.0,0.0,0.0,0,8400.0
US/EU,codechangers,"st. george, ut",UT,US,content manager,3.0,0.0,45000.0,0.0,0.0,0,45000.0
US/EU,bloomberg,"new york, ny",NY,US,software developer,3.0,3.0,139000.0,5000.0,17000.0,,161000.0
US/EU,umbc imaging research center,"baltimore, md",MD,US,faculty research assistant,2.0,1.0,42000.0,0.0,0.0,0,42000.0
US/EU,rupeal,"lisbon, portugal",,PT,senior software developer,9.0,2.0,40000.0,,,,40000.0
US/EU,twitch now owned by amazon,san francisco,,,software engineer,5.0,3.0,150000.0,0.0,0.0,400000,150000.0
US/EU,hearst,new york,NY,US,software engineer,10.0,2.0,150000.0,0.0,0.0,0,150000.0
US/EU,salesforce,bay area,,,lead engineer,5.0,2.0,165000.0,,25000.0,50000,190000.0
US/EU,murex,new york,NY,US,consultant,4.0,4.0,100000.0,,20000.0,,120000.0
US/EU,digitaslbi,new york city,NY,US,senior analyst,2.0,0.0,90000.0,0.0,0.0,0,90000.0
US/EU,google,new york city,NY,US,software engineer ii,5.0,1.5,124000.0,10000.0,22000.0,46000,156000.0
US/EU,new york,"new york, ny",NY,US,grader,1.0,1.0,6320.0,0.0,0.0,0,6320.0
US/EU,salesforce,"san francisco, ca",CA,US,lead member of technical staff,9.0,1.5,170000.0,25000.0,25000.0,35000,220000.0
US/EU,google,los angeles,,,swe 3 (t4),4.0,2.0,130000.0,,23000.0,60000,153000.0
US/EU,vmware,"palo alto, ca",CA,US,member of technical staff ii,1.0,1.0,115000.0,33750.0,13800.0,20000,162550.0
US/EU,trade me ltd,new zealand,,NZ,developer,8.0,5.0,89000.0,,0.0,0,89000.0
US/EU,a small cad compary,"centennial, co",CO,US,software engineer,2.0,1.0,66500.0,0.0,0.0,0,66500.0
US/EU,knewton,new york city,NY,US,senior software engineer,2.5,2.5,140000.0,0.0,0.0,0,140000.0
US/EU,nvidia,santa clara,,,software engineer,2.0,2.0,125000.0,9000.0,0.0,"10,000",134000.0
US/EU,metromile,san fransico,,,senior mobile developer,3.0,1.0,145000.0,0.0,0.0,9000 options,145000.0
US/EU,a software company,poland,,PL,team leader,4.0,2.0,19000.0,0.0,500.0,0,19500.0
US/EU,amazon web services,seattle,,,systems engineer,4.0,1.0,98000.0,30000.0,,70000,128000.0
US/EU,td securities,nyc,,,senior software engineer,14.0,0.0,170000.0,0.0,25000.0,0,195000.0
US/EU,tdw,amsterdam,,,webdeveloper,4.0,2.0,36000.0,,3000.0,,39000.0
US/EU,independent movie studio,greater los angeles area,,,it director,8.0,2.0,93500.0,0.0,3000.0,0,96500.0
US/EU,pandora,san francisco,,,software engineer,3.0,1.0,115000.0,50000.0,10000.0,40000,175000.0
US/EU,nike,portland,,,javascript engineer,8.0,0.0,156000.0,0.0,0.0,0,156000.0
US/EU,zenoss,austin,,,solutions engineer,14.0,3.0,132000.0,0.0,10.0,0,132010.0
US/EU,3m,st. paul,,,full stack web developer,13.0,2.0,140000.0,,,,140000.0
US/EU,a non-profit research institute,"berlin, germany",,DE,software engineer,9.0,1.5,48160.0,0.0,0.0,0,48160.0
US/EU,crowdrise,los angeles,,,frontend developer,4.0,0.0,75000.0,0.0,0.0,0,75000.0
US/EU,automotive,austin tx,TX,US,software test,6.0,3.0,65000.0,0.0,7000.0,0,72000.0
US/EU,concrete solutions,sao paulo,,,senior android developer,8.0,1.0,72000.0,,,,72000.0
US/EU,hearst,usa,,,software developer,3.0,2.0,11000.0,0.0,0.0,0,11000.0
US/EU,toptal (freelance),buenos aires,,,senior software developer,10.0,1.0,96000.0,0.0,0.0,0,96000.0
US/EU,liveops,redwood city,,,project manager,4.0,2.0,90000.0,,4500.0,,94500.0
US/EU,microsoft,redmond,,,sde intern,1.33,0.66,90000.0,5000.0,10000.0,0,105000.0
US/EU,technicolor belgium,edegem,,,software engineer,16.0,4.0,82500.0,0.0,6500.0,0,89000.0
US/EU,bloomberg lp,"new york, ny",NY,US,senior software egnineer,2.0,2.0,120000.0,0.0,20000.0,0,140000.0
US/EU,cabinetm,boston,,,product manager,0.0,0.5,45000.0,0.0,0.0,,45000.0
US/EU,startup,india,,IN,web developer,0.5,0.5,3609.0,,,,3609.0
US/EU,paylocity,remote,,,software engineer,2.0,1.0,86500.0,0.0,2000.0,0,88500.0
US/EU,thoughtworks,london,,,senior sw developer,6.0,2.0,50000.0,0.0,0.0,0,50000.0
US/EU,shutterstock,new york,NY,US,engineer,5.0,3.0,100000.0,0.0,0.0,1000,100000.0
US/EU,harvard,"cambridge, ma",MA,US,research fellow,5.0,2.0,62000.0,0.0,0.0,0,62000.0
US/EU,arm ltd,cambridge,,,software engineer,1.0,2.5,54747.0,2844.0,5.0,å£4000,57596.0
US/EU,oracle,"seattle, wa",WA,US,ux developer,8.0,5.0,129500.0,0.0,0.0,20000,129500.0
US/EU,saic,"huntsville, al",AL,US,senior computer engineer,25.0,8.0,119000.0,0.0,0.0,0,119000.0
US/EU,city of carson city,"carson city, nv",NV,US,it systems technician,4.0,1.0,46000.0,,,,46000.0
US/EU,intel,"folsom, ca",CA,US,software engineering manager,16.0,2.0,160000.0,10000.0,25000.0,8000,195000.0
US/EU,infinera,stockholm,,,senior software developer,10.0,3.0,60000.0,,,,60000.0
US/EU,apple,cupertino,,,software engineer,3.5,2.0,131000.0,17000.0,10000.0,"15,000",158000.0
US/EU,kpmg,new york,NY,US,manager,5.0,5.0,105000.0,0.0,10000.0,0,115000.0
US/EU,hewlett packard enterprise,"roseville, ca",CA,US,software engineer,4.0,19.0,125000.0,0.0,5700.0,0,130700.0
US/EU,pandora,oakland,,,database administrator,5.0,3.0,132000.0,4000.0,7000.0,"$25,000",143000.0
US/EU,google,belgium,,BE,operations engineer,6.5,1.5,67500.0,0.0,13500.0,14000,81000.0
US/EU,intel,"folsom, ca",CA,US,software engineer,15.0,3.0,135000.0,25000.0,15000.0,5000,175000.0
US/EU,lawrence livermore national laboratory,"livermore, ca",CA,US,ses.2,4.0,3.0,120000.0,,,,120000.0
US/EU,yelp,sf,,,product manager,1.5,1.5,140000.0,10000.0,0.0,100000,150000.0
US/EU,google,mtv,,,software engineer ii,3.0,2.0,121000.0,,70000.0,49000,191000.0
US/EU,startup,palo alto,,,senior front-end engineer,15.0,1.0,140000.0,0.0,0.0,100000,140000.0
US/EU,austin ai startup,"austin, tx",TX,US,ui team lead,5.0,1.5,90000.0,0.0,20000.0,0,110000.0
US/EU,online loan company,chicago il,IL,US,sr software engineer,6.0,2.0,92700.0,0.0,92700.0,0,185400.0
US/EU,e-commerce fashion company,england - manchester,,,senior software engineer,4.0,1.0,59724.0,0.0,1500.0,0,61224.0
US/EU,pre series a startup,"copenhagen, denmark",,DK,lead software engineer,5.0,1.0,108500.0,,,,108500.0
US/EU,google,kirkland wa usa,,,software developer iii,14.0,3.0,150000.0,20000.0,30000.0,60000,200000.0
US/EU,national instruments,austin,,,software engineer r&d,5.0,2.0,73000.0,3000.0,0.0,$300,76000.0
US/EU,d2l,"kitchener, canada",,CA,software developer,3.0,3.0,70000.0,0.0,3.0,0,70003.0
US/EU,fedex ground,"pittsburgh, pa",PA,US,engineer,4.0,3.0,67000.0,0.0,1000.0,0,68000.0
US/EU,icm,"sydney, australia",,AU,manager,20.0,2.5,143000.0,0.0,7150.0,0,150150.0
US/EU,tableau,"kirkland, wa",WA,US,software engineer,1.0,1.0,86000.0,2400.0,10.0,,88410.0
US/EU,emc,ireland,,IE,senior engineer,,,58000.0,,6000.0,,64000.0
US/EU,garmin,"olathe, ks",KS,US,software engineer 2,4.0,3.0,76000.0,4000.0,250.0,0,80250.0
US/EU,mozilla,remote,,,senior software engineer,6.0,1.0,124000.0,,40000.0,,164000.0
US/EU,amazon,"luxembourg, luxembourg",,LU,product management intern,0.0,0.5,24000.0,0.0,0.0,0,24000.0
US/EU,fed govt,washington dc,WA,US,it program manager,25.0,25.0,135000.0,0.0,0.0,0,135000.0
US/EU,ngo,sweden,,SE,lead engineer,1.0,1.0,44000.0,0.0,0.0,0,44000.0
US/EU,twitter,san francisco,,,software engineer,5.0,2.5,133000.0,0.0,0.0,300000,133000.0
US/EU,playsaurus,los angeles,,,software engineer,5.0,1.0,75000.0,4000.0,30000.0,0,109000.0
US/EU,startup,"greenville, sc",SC,US,front-end engineer,6.0,,80000.0,,,,80000.0
US/EU,amazon,"seattle, wa",WA,US,sde1,4.0,1.0,115000.0,50000.0,,,165000.0
US/EU,twitter,san franciaco,,,sr. software engineer,10.0,2.5,150000.0,0.0,0.0,500000,150000.0
US/EU,tiny startup,"brighton, uk",,,engineer,20.0,0.0,86200.0,,0.0,1% equity,86200.0
US/EU,wayfair,berlin,,,marketing manager,5.0,0.0,75000.0,0.0,15000.0,"15,000âÂ",90000.0
US/EU,rr donnelley,"chicago, il",IL,US,manager / productowner,15.0,15.0,10800.0,0.0,10.0,0,10810.0
US/EU,c3iot,"redwood city, ca",CA,US,senior software engineer,10.0,2.0,130000.0,0.0,18.0,,130018.0
US/EU,freelancer/self-employed,sweden,,SE,consultant,12.0,4.0,61000.0,0.0,0.0,0,61000.0
US/EU,startup,palo alto,,,software engineer,6.0,3.0,150000.0,0.0,15000.0,0,165000.0
US/EU,uber,san francisco,,,software engineer ii,3.0,1.0,145000.0,0.0,24000.0,350000,169000.0
US/EU,self employed/consultant,remote,,,senior software engineer,6.0,3.0,250000.0,0.0,0.0,0,250000.0
US/EU,palantir,palo alto,,,forward deployed engineer,5.0,3.0,155000.0,15000.0,28500.0,146000,198500.0
US/EU,booking,amsterdam,,,senior developer,9.0,3.0,66000.0,,30000.0,âÂ50K,96000.0
US/EU,small startup,"easton, pa",PA,US,co-founder,9.0,3.0,36000.0,0.0,0.0,0,36000.0
US/EU,linkedin,"mountain view, ca",CA,US,senior software engineer,2.0,2.0,150000.0,0.0,15000.0,43000,165000.0
US/EU,tradingtechnologies,chicago,,,infrastructure engineer,5.0,1.0,85000.0,,16000.0,1000,101000.0
US/EU,bloomberg,london,,,software developer,8.0,1.0,85000.0,5000.0,7500.0,0,97500.0
US/EU,a nonprofit,san francisco,,,web application developer,3.0,1.0,95000.0,0.0,1000.0,0,96000.0
US/EU,facebook,menlo park,,,software engineer,1.0,0.0,125000.0,25000.0,12000.0,25000,162000.0
US/EU,uber,san francisco,,,software engineer ii,5.0,1.0,137000.0,0.0,,,137000.0
US/EU,john hopkins applied physics lab,maryland,MD,US,research intern,1.0,0.0,30.0,0.0,0.0,,30.0
US/EU,orange county startup,"orange county, ca",CA,US,front end developer,2.0,1.0,72500.0,0.0,0.0,0,72500.0
US/EU,amazon,seattle,,,sde ii,4.0,1.0,140000.0,95000.0,,,235000.0
US/EU,fruition partners,new york city,NY,US,architect,4.0,2.5,100000.0,0.0,20000.0,0,120000.0
US/EU,contractor,london,,,software engineer,10.0,,185000.0,0.0,0.0,0,185000.0
US/EU,of colorado,boulder,,,software engineer,8.0,4.0,70000.0,0.0,0.0,0,70000.0
US/EU,ad tech company,nyc,,,staff software engineer,9.0,5.0,170000.0,0.0,25000.0,38000?,195000.0
US/EU,loan company,"bc, canada",,CA,training and devolpment,0.0,2.0,40000.0,0.0,2000.0,0,42000.0
US/EU,dealer,dallas,,,technical lead,12.0,4.0,135000.0,5000.0,15000.0,,155000.0
US/EU,facebook,menlo park,,,software engineer,3.0,2.0,145000.0,75000.0,15000.0,50000,235000.0
US/EU,nordstrom,"seattle, wa",WA,US,software engineer 3,10.0,2.0,130000.0,,,,130000.0
US/EU,glassdoor,"mill valley, ca",CA,US,lead engineer,8.0,4.0,150000.0,,15000.0,15000,165000.0
US/EU,crittercism,"san francisco, ca",CA,US,senior engineer,9.0,3.0,135000.0,0.0,6000.0,50000,141000.0
US/EU,the home depot,"austin, tx",TX,US,software engineer,10.0,1.0,125000.0,5000.0,8.0,,130008.0
US/EU,us army,"baltimore, md",MD,US,sap developer,8.0,4.0,64000.0,0.0,250.0,0,64250.0
US/EU,microsoft,redmond,,,sde,0.0,1.0,105000.0,35000.0,,,140000.0
US/EU,enterprise software company,san jose,,,staff engineer,8.0,3.0,165000.0,0.0,0.0,15000,165000.0
US/EU,huron consulting group,"portland, or",OR,US,senior software engineer,11.0,,90000.0,0.0,0.0,0,90000.0
US/EU,brk,mÌ_nchen,,,system administrator,3.0,3.0,32400.0,,2000.0,,34400.0
US/EU,google,zurich,,,software engineer,11.0,4.0,170000.0,30000.0,30000.0,30000,230000.0
US/EU,hospital,"toronto, on",ON,CA,researcher/programmer,15.0,4.0,65110.0,0.0,0.0,0,65110.0
US/EU,qualcomm,"toronto, on",ON,CA,engineer,3.0,2.0,75000.0,10000.0,3000.0,8000,88000.0
US/EU,fever,madrid,,,backend engineer,2.0,1.0,35000.0,,,,35000.0
US/EU,new relic,portland,,,senior software engineer,7.0,2.0,130000.0,0.0,45000.0,,175000.0
US/EU,small startup,"seattle, wa",WA,US,software engineer,3.5,1.5,122500.0,0.0,0.0,0,122500.0
US/EU,linkedin,bay area,,,sr. software engineer,8.0,4.0,146000.0,15000.0,14000.0,80000,175000.0
US/EU,ebay,"san jose, ca",CA,US,mts1,11.0,2.0,161000.0,10000.0,10.0,"27,000",171010.0
US/EU,workday,pleasanton,,,web dev,3.5,3.5,84000.0,1000.0,1500.0,~15000,86500.0
US/EU,airbnb,san francisco,,,software engineer,3.0,1.0,110000.0,0.0,0.0,32000,110000.0
US/EU,hvg,"budapest, hungary",,HU,software architect,6.0,1.5,6000000.0,0.0,0.0,,6000000.0
US/EU,icahn school of medicine at moutn sinai,new york city,NY,US,graduate student,4.0,4.0,33500.0,0.0,0.0,0,33500.0
US/EU,tapjoy,san francisco,,,engineer,10.0,3.0,129000.0,0.0,20000.0,"10,000",149000.0
US/EU,wat,chicago,,,software developer,1.0,1.0,88000.0,3000.0,0.0,1500,91000.0
US/EU,the climate,san francisco,,,data engineer ii,3.0,2.0,101000.0,,,No,101000.0
US/EU,google,mountain view,,,swe (level 3),1.0,1.0,110000.0,20000.0,17000.0,70000,147000.0
US/EU,jet propulsion lab,"pasadena, ca",CA,US,group supervisor,26.0,20.0,185000.0,0.0,5000.0,0,190000.0
US/EU,staples,san francisco,,,jr software engineer,2.0,1.0,85000.0,10000.0,0.0,0,95000.0
US/EU,mexican consulting,mexico,,MX,full stack developer,3.0,1.0,17500.0,,,,17500.0
US/EU,state of texas,"austin, tx",TX,US,system analyst iii,3.0,2.0,65000.0,0.0,0.0,0,65000.0
US/EU,microsoft,seattle,,,software engineer,1.0,0.0,106000.0,15000.0,10000.0,20000,131000.0
US/EU,non-profit research org,dc,,,data scientist,5.0,1.0,97500.0,0.0,0.0,0,97500.0
US/EU,futureadvisor,san francisco,,,software engineer,2.5,2.0,110000.0,0.0,0.0,"15,000",110000.0
US/EU,amazon,san francisco,,,software engineer,6.0,2.0,130000.0,100000.0,0.0,50000,230000.0
US/EU,series a startup,berkeley,,,director of engineering,7.0,1.5,80000.0,0.0,,,80000.0
US/EU,ondeck,nyc,,,software engineer,7.0,2.0,116000.0,0.0,11000.0,14000,127000.0
US/EU,prl,london,,,front-end dev,6.0,1.5,71100.0,0.0,0.0,0,71100.0
US/EU,state of ohio,"columbus, oh",OH,US,software developer 1,6.0,4.0,56000.0,0.0,0.0,0,56000.0
US/EU,ibm,austin tx,TX,US,software engineer,1.5,1.5,86000.0,5000.0,0.0,0,91000.0
US/EU,digital fractal technologies,"edmonton, ab",AB,CA,software developer,7.0,2.5,59280.0,0.0,0.0,0,59280.0
US/EU,any,denver,,,software engineer,14.0,3.0,110000.0,0.0,500.0,0,110500.0
US/EU,computer security,bay area,,,software engineer,3.5,3.5,144000.0,,25000.0,,169000.0
US/EU,apple,cupertino,,,engineer,3.0,3.0,110000.0,10000.0,10000.0,55000,130000.0
US/EU,rackspace,austin,,,devops,11.0,2.0,120000.0,10000.0,0.0,,130000.0
US/EU,booz allen hamilton,"washington, dc",WA,US,"software engineer, level ii",,1.5,71000.0,0.0,0.0,0,71000.0
US/EU,um health system,"ann arbor, mi",MI,US,data architect / software developer,11.0,5.0,95000.0,2000.0,50.0,0,97050.0
US/EU,web media,"rennes, fr",,,software developer,0.5,0.0,31000.0,0.0,1000.0,0,32000.0
US/EU,united states digital service,washington d.c.,WA,US,digital service expert,8.0,0.5,126000.0,0.0,0.0,0,126000.0
US/EU,us army government contractor,"warren, mi",MI,US,software engineer iv,18.0,2.0,130000.0,3000.0,2500.0,0,135500.0
US/EU,microsoft,"seattle, wa",WA,US,software development engineer,0.0,0.0,106000.0,15000.0,,TBD,121000.0
US/EU,american college of surgeons,chicago,,,administrator,8.0,1.0,72000.0,0.0,2000.0,0,74000.0
US/EU,aol,germany,,DE,principal software engineer,12.0,6.0,80000.0,0.0,15.0,6000 USD,80015.0
US/EU,secret ag,zurich,,,junior software engineer,3.0,1.0,92000.0,,6000.0,,98000.0
US/EU,twitter,boston,,,software engineer,2.0,0.0,108000.0,15000.0,,100000,123000.0
US/EU,ycs12 startup,san francisco,,,software engineer,3.0,1.0,120000.0,0.0,0.0,50000,120000.0
US/EU,humana,"tampa, fl",FL,US,technology business analyst,,7.0,60650.0,0.0,0.0,0,60650.0
US/EU,microsoft,redmond,,,software engineer ii,0.0,4.0,120000.0,50000.0,10000.0,2000,180000.0
US/EU,here,"berlin, germany",,DE,senior software engineer,5.0,,60000.0,10000.0,6000.0,0,76000.0
US/EU,unidentified,"baltimore, md",MD,US,senior software engineer,11.0,2.0,235000.0,0.0,0.0,0,235000.0
US/EU,the guardian,"london, uk",,,software engineer,5.0,1.0,69678.0,0.0,0.0,0,69678.0
US/EU,amazon,seattle,,,sde2,3.0,5.0,145000.0,20000.0,0.0,35000,165000.0
US/EU,~50-person startup,"boston, ma",MA,US,software engineer,3.0,3.0,115000.0,0.0,3.0,0,115003.0
US/EU,fintech,"san jose, ca",CA,US,systems engineer,9.0,5.0,137500.0,0.0,10.0,"$25,000",137510.0
US/EU,esi,nj,,,sr. software engineer,11.0,2.0,112000.0,0.0,10000.0,0,122000.0
US/EU,adobe,san francisco,,,quality engineer,3.0,0.5,111360.0,,,420,111360.0
US/EU,research non-profit,"boulder, co",CO,US,software engineer,20.0,20.0,102000.0,0.0,0.0,0,102000.0
US/EU,american family insurance,"madison, wi",WI,US,data scientist,2.0,2.0,120000.0,12000.0,6500.0,0,138500.0
US/EU,amazon,san francisco,,,sde2,3.0,3.0,126000.0,25000.0,,60000,151000.0
US/EU,rvm,new york,NY,US,engineer,6.0,4.0,75000.0,0.0,2500.0,0,77500.0
US/EU,gov't contractor,virginia-washington area,VA,US,software engineer,5.0,1.0,125000.0,,5000.0,5000,130000.0
US/EU,old unicorn,seattle,,,sr. staff engineer,20.0,2.0,190000.0,0.0,72000.0,,262000.0
US/EU,fidelity,ireland,,IE,senior software engineer,3.0,3.0,45000.0,1500.0,5000.0,0,51500.0
US/EU,salesforce,seattle,,,software engineer,0.0,1.0,81000.0,123000.0,8100.0,,212100.0
US/EU,halo neuroscience,san francisco,,,engineer,2.0,2.0,82000.0,0.0,0.0,50,82000.0
US/EU,consumer tech company,palo alto,,,full stack engineer,1.5,1.5,100000.0,0.0,0.0,5000,100000.0
US/EU,oracle,"redwood city, ca",CA,US,senior applications engineer,6.0,0.5,134000.0,12500.0,0.0,0,146500.0
US/EU,general motors,"chandler, az",AZ,US,software developer,1.5,1.5,61000.0,0.0,4.0,0,61004.0
US/EU,moz,seattle,,,marketing manager,,,135000.0,0.0,0.0,,135000.0
US/EU,microsoft,seattle,,,program manager,0.5,0.5,105000.0,50000.0,,,155000.0
US/EU,the gay nigger assocation of america,"tarzana, ca",CA,US,hnic,15.0,15.0,250000.0,30000.0,90000.0,100000,370000.0
US/EU,zillow group,"irvine, ca",CA,US,software developer,4.0,1.0,105000.0,2000.0,,1227 RSUs,107000.0
US/EU,rightscale,santa barbara,,,product manager,3.0,1.0,95000.0,0.0,0.0,0,95000.0
US/EU,usa company,spain,,ES,software engineer,7.0,2.0,130000.0,0.0,0.0,0,130000.0
US/EU,financial,san francisco,,,software developer,10.0,2.0,170000.0,0.0,145000.0,,315000.0
US/EU,trendco,california,CA,US,swe,3.0,3.0,150.0,100.0,20.0,0,270.0
US/EU,docker ecosystem company,san francisco,,,developer evangelist,3.0,1.0,130000.0,0.0,0.0,0,130000.0
US/EU,autodesk canada,"toronto, canada",,CA,software developer,8.0,4.0,100000.0,5000.0,11000.0,6500,116000.0
US/EU,startup,redwood city,,,software engineer / data scientist,2.0,1.0,105000.0,0.0,0.0,180,105000.0
US/EU,cisco,san jose,,,software engineer,4.0,2.0,103000.0,5000.0,5000.0,0,113000.0
US/EU,omnicom,san francisco,,,senior engineer,10.0,1.0,175000.0,0.0,15000.0,0,190000.0
US/EU,biotech,"oxford, uk",,,software engineer,5.0,1.0,61146.0,0.0,6114.6,,67260.6
US/EU,practice fusion,sf,,,software engineer,10.0,8.0,115000.0,0.0,0.0,50000,115000.0
US/EU,bigco,san francisco,,,analyst,8.0,4.0,120000.0,5000.0,10000.0,0,135000.0
US/EU,norwegian tax authority,norway,,NO,senior systems engineer,17.0,4.0,71000.0,0.0,0.0,0,71000.0
US/EU,jaguar land rover,warwickshire,,,electronic engineer,0.0,1.0,44508.6,2844.0,284.4,å£0,47637.0
US/EU,atlassian,san francisco,,,principal product manager,12.0,8.0,195000.0,0.0,30000.0,20000,225000.0
